trace_id,calc_train_arrival,interval,published_time,type,start_time,end_time
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,gateDownAction,2026-02-02 12:26:25.393838+00:00,2026-02-02 12:26:25.393965+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,bellOnInvocation,2026-02-02 12:26:23.396122+00:00,2026-02-02 12:26:23.396315+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,lightOnInvocation,2026-02-02 12:26:23.393741+00:00,2026-02-02 12:26:23.393979+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,lightOnAction,2026-02-02 12:26:25.394432+00:00,2026-02-02 12:26:25.394543+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,lightOnInvocation,2026-02-02 12:26:23.392545+00:00,2026-02-02 12:26:23.392689+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,bellOnAction,2026-02-02 12:26:25.396515+00:00,2026-02-02 12:26:25.396594+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,gateDownAction,2026-02-02 12:26:25.397165+00:00,2026-02-02 12:26:25.397242+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,gateDownInvocation,2026-02-02 12:26:23.392482+00:00,2026-02-02 12:26:23.392812+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,bellOnInvocation,2026-02-02 12:26:23.395124+00:00,2026-02-02 12:26:23.395350+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,lightOnAction,2026-02-02 12:26:25.394214+00:00,2026-02-02 12:26:25.394309+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,gateDownInvocation,2026-02-02 12:26:23.395522+00:00,2026-02-02 12:26:23.395796+00:00
936214c156fe95e64fdb8c0ae43acf3b,2026-02-02T12:26:24.043672,0.04044477965865136,2026-02-02T12:26:23.384562806Z,bellOnAction,2026-02-02 12:26:25.397539+00:00,2026-02-02 12:26:25.397624+00:00
df5fb54b86b29dd0edca971475d394d5,2026-02-02T12:24:44.842019,0.023909915253269673,2026-02-02T12:24:44.165430187Z,gateDownAction,2026-02-02 12:24:46.178004+00:00,2026-02-02 12:24:46.178120+00:00
df5fb54b86b29dd0edca971475d394d5,2026-02-02T12:24:44.842019,0.023909915253269673,2026-02-02T12:24:44.165430187Z,bellOnInvocation,2026-02-02 12:24:44.184124+00:00,2026-02-02 12:24:44.184257+00:00
df5fb54b86b29dd0edca971475d394d5,2026-02-02T12:24:44.842019,0.023909915253269673,2026-02-02T12:24:44.165430187Z,bellOnAction,2026-02-02 12:24:46.185264+00:00,2026-02-02 12:24:46.185352+00:00
